pop,ssp,ploidy,type,family,garden,year,grwvol_m,MAT ,MWMT ,MCMT ,TD ,MAP ,MSP ,AHM ,SHM ,DD0 ,DD5 ,DDL18 ,DDG18 ,NFFD ,bFFP ,eFFP ,FFP ,PAS ,EMT ,EXT ,MAR ,Eref ,CMD ,RH ,PPT_wt ,PPT_sp ,PPT_sm ,PPT_at ,DD0_wt ,DD5_sm 
MTW-2,wyomingensis,4x,w4x,MTW-2-1,Orchard,y12,0.047497182,7.6,23.6,-8.6,32.2,340,223,51.8,105.9,773,2414,4170,409,186,129,269,140,46,-39.5,41.9,13.9,906,602,50,36,101,136,67,650,1526
AZT-1,wyomingensis,4x,t4x,AZT-1-4,Majors,y11,0.047436918,9.9,21.8,-1,22.8,340,137,58.4,159.6,239,2393,3259,304,198,142,280,138,30,-32,38.4,18.2,1150,870,48,90,75,95,80,196,1398
UTW-2,wyomingensis,4x,w4x,UTW-2-10,Orchard,y12,0.047309233,8.5,22.4,-4.5,26.9,263,127,70.1,176.6,440,2227,3771,313,193,136,270,134,37,-34,40.2,15.9,975,760,52,48,85,70,60,371,1402
ORT-3,tridentata,2x,t2x,ORT-3-9,Majors,y11,0.047114716,6.6,18,-2.6,20.6,321,115,51.9,156.4,393,1568,4213,88,172,163,262,99,66,-31.2,37.5,16.1,837,607,55,78,99,60,83,283,1038
COW-2,wyomingensis,4x,w4x,COW-2-6,Orchard,y12,0.047029391,7.5,21.7,-6.6,28.3,297,134,59,161.8,616,2190,4070,266,177,140,266,125,56,-38.6,39.5,17,1003,757,47,50,85,72,89,518,1363
COW-1,wyomingensis,4x,w4x,COW-1-8,Majors,y11,0.046998786,8.5,21.7,-4.7,26.4,346,147,53.4,147.6,454,2313,3740,279,191,135,273,138,59,-35.6,39,18,1016,747,50,77,93,80,96,383,1375
MTW-3,wyomingensis,4x,w4x,MTW-3-4,Majors,y11,0.0469577,7.7,21.5,-5.1,26.6,462,259,38.4,83.2,505,2137,3984,260,202,125,277,152,58,-33.2,38.2,15,804,401,60,56,186,116,104,406,1339
ORT-1,tridentata,2x,t2x,ORT-1-4,Majors,y11,0.046442667,8.2,20.5,-2.9,23.4,342,109,53,187.8,347,1990,3776,206,177,151,260,109,57,-32.6,40,16.4,987,730,49,103,98,57,84,278,1262
NVW-1,tridentata,2x,t2x,NVW-1-10,Orchard,y12,0.045941478,9.3,22,-1.8,23.8,302,92,63.9,240,272,2273,3446,305,195,144,269,125,35,-31.3,40.9,16.7,1051,810,50,83,95,49,76,220,1388
UTW-1,wyomingensis,4x,w4x,UTW-1-3,Orchard,y12,0.045733999,9.9,23.7,-3.9,27.6,306,138,64.9,170.9,366,2594,3394,434,213,123,282,160,31,-33.4,39.7,17.2,1033,779,54,51,72,85,97,317,1548
AZW-1,wyomingensis,4x,t4x,AZW-1-8,Majors,y11,0.045610389,9.9,21.2,-0.6,21.8,291,146,68.4,145.5,222,2367,3227,282,191,148,279,131,19,-32.7,39,18.4,1208,938,45,64,48,103,76,182,1367
UTV-2,wyomingensis,4x,w4x,UTV-2-9,Majors,y11,0.045477544,6.8,19,-4.2,23.1,323,152,52.1,124.5,484,1744,4174,117,157,162,259,97,65,-37.7,37,18,976,722,46,69,76,99,79,378,1132
UTW-1,wyomingensis,4x,w4x,UTW-1-7,Orchard,y11,0.045316946,9.9,23.7,-3.9,27.6,306,138,64.9,170.9,366,2594,3394,434,213,123,282,160,31,-33.4,39.7,17.2,1033,779,54,51,72,85,97,317,1548
NVT-2,tridentata,2x,t2x,NVT-2-4,Majors,y11,0.045209288,8.9,21.6,-2.3,24,239,101,79.1,215,328,2222,3584,277,188,144,272,128,29,-34.1,39.9,18,1069,864,48,54,65,56,64,266,1366
WAT-2,wyomingensis,4x,t4x,WAT-2-4,Orchard,y11,0.045099799,10.7,22.5,-1.4,24,194,53,106.4,428.3,231,2637,3059,404,244,116,287,172,22,-26.6,40.9,14.5,938,803,59,72,46,28,48,199,1492
MTW-1,wyomingensis,4x,w4x,MTW-1-3,Orchard,y11,0.045053178,7.1,22.4,-7.9,30.2,365,232,46.8,96.7,749,2209,4269,316,177,135,265,129,51,-39.9,41.8,14.3,850,540,49,38,118,134,76,615,1419
MTW-1,wyomingensis,4x,w4x,MTW-1-6,Orchard,y12,0.044905934,7.1,22.4,-7.9,30.2,365,232,46.8,96.7,749,2209,4269,316,177,135,265,129,51,-39.9,41.8,14.3,850,540,49,38,118,134,76,615,1419
UTV-2,wyomingensis,4x,w4x,UTV-2-2,Majors,y11,0.044777374,6.8,19,-4.2,23.1,323,152,52.1,124.5,484,1744,4174,117,157,162,259,97,65,-37.7,37,18,976,722,46,69,76,99,79,378,1132
WAW-1,wyomingensis,4x,t4x,WAW-3-5,Majors,y11,0.044604423,10.9,22.6,-1.1,23.7,197,50,105.9,447.4,214,2676,2997,414,246,116,289,173,21,-26.2,40.9,15.1,951,818,58,76,45,26,49,185,1500
AZT-1,wyomingensis,4x,t4x,AZT-1-8,Orchard,y11,0.043909389,9.9,21.8,-1,22.8,340,137,58.4,159.6,239,2393,3259,304,198,142,280,138,30,-32,38.4,18.2,1150,870,48,90,75,95,80,196,1398
ORT-3,tridentata,2x,t2x,ORT-3-3,Orchard,y12,0.043754527,6.6,18,-2.6,20.6,321,115,51.9,156.4,393,1568,4213,88,172,163,262,99,66,-31.2,37.5,16.1,837,607,55,78,99,60,83,283,1038
ORW-2,tridentata,2x,t2x,ORW-2-5,Orchard,y12,0.043743741,7,18.5,-2.3,20.8,306,109,55.6,170.2,366,1654,4091,106,175,161,263,102,56,-31.1,38,16.2,860,642,54,78,92,57,79,268,1082
ORT-1,tridentata,2x,t2x,ORT-1-5,Orchard,y12,0.043524697,8.2,20.5,-2.9,23.4,342,109,53,187.8,347,1990,3776,206,177,151,260,109,57,-32.6,40,16.4,987,730,49,103,98,57,84,278,1262
NVW-1,tridentata,2x,t2x,NVW-1-6,Orchard,y12,0.04345869,9.3,22,-1.8,23.8,302,92,63.9,240,272,2273,3446,305,195,144,269,125,35,-31.3,40.9,16.7,1051,810,50,83,95,49,76,220,1388
UTV-2,wyomingensis,4x,w4x,UTV-2-5,Orchard,y11,0.043251399,6.8,19,-4.2,23.1,323,152,52.1,124.5,484,1744,4174,117,157,162,259,97,65,-37.7,37,18,976,722,46,69,76,99,79,378,1132
MTT-1,tridentata,2x,t2x,MTT-1-7,Majors,y11,0.043038139,7.7,21.6,-5.7,27.2,358,200,49.5,107.8,540,2173,3989,267,188,132,269,137,48,-36.6,39.4,14.7,880,568,52,47,135,94,82,444,1351
COW-2,wyomingensis,4x,w4x,COW-2-9,Orchard,y12,0.042971308,7.5,21.7,-6.6,28.3,297,134,59,161.8,616,2190,4070,266,177,140,266,125,56,-38.6,39.5,17,1003,757,47,50,85,72,89,518,1363
WAT-2,wyomingensis,4x,t4x,WAT-2-9,Orchard,y12,0.042846264,10.7,22.5,-1.4,24,194,53,106.4,428.3,231,2637,3059,404,244,116,287,172,22,-26.6,40.9,14.5,938,803,59,72,46,28,48,199,1492
WAT-2,wyomingensis,4x,t4x,WAT-2-4,Majors,y11,0.042769213,10.7,22.5,-1.4,24,194,53,106.4,428.3,231,2637,3059,404,244,116,287,172,22,-26.6,40.9,14.5,938,803,59,72,46,28,48,199,1492
UTV-2,wyomingensis,4x,w4x,UTV-2-5,Orchard,y12,0.04258529,6.8,19,-4.2,23.1,323,152,52.1,124.5,484,1744,4174,117,157,162,259,97,65,-37.7,37,18,976,722,46,69,76,99,79,378,1132
MTT-1,tridentata,2x,t2x,MTT-1-8,Majors,y11,0.042483287,7.7,21.6,-5.7,27.2,358,200,49.5,107.8,540,2173,3989,267,188,132,269,137,48,-36.6,39.4,14.7,880,568,52,47,135,94,82,444,1351
ORT-3,tridentata,2x,t2x,ORT-3-1,Orchard,y11,0.042267415,6.6,18,-2.6,20.6,321,115,51.9,156.4,393,1568,4213,88,172,163,262,99,66,-31.2,37.5,16.1,837,607,55,78,99,60,83,283,1038
ORW-1,wyomingensis,4x,w4x,ORW-1-2,Orchard,y12,0.042068755,7.7,20.1,-3.7,23.9,295,86,60.2,233.3,411,1938,3905,185,171,153,255,102,69,-33.7,40.3,16.1,956,779,49,105,74,47,69,334,1231
COW-1,wyomingensis,4x,w4x,COW-1-5,Majors,y11,0.041832191,8.5,21.7,-4.7,26.4,346,147,53.4,147.6,454,2313,3740,279,191,135,273,138,59,-35.6,39,18,1016,747,50,77,93,80,96,383,1375
ORT-1,tridentata,2x,t2x,ORT-1-8,Majors,y11,0.041623495,8.2,20.5,-2.9,23.4,342,109,53,187.8,347,1990,3776,206,177,151,260,109,57,-32.6,40,16.4,987,730,49,103,98,57,84,278,1262
NMT-2,wyomingensis,4x,t4x,NMT-2-2,Majors,y11,0.041617767,9.7,22.1,-2.4,24.5,255,146,77.1,150.7,308,2440,3362,330,187,140,276,136,17,-35.4,39.1,18.9,1195,962,44,33,46,103,73,260,1435
NVT-1,tridentata,2x,t2x,NVT-1-7,Majors,y11,0.041455209,8.9,21.3,-1.8,23.1,265,108,71.1,197.9,289,2138,3558,243,171,150,259,109,29,-34.5,40.6,17.3,1111,888,44,68,82,59,57,233,1320
MTW-2,wyomingensis,4x,w4x,MTW-2-3,Majors,y11,0.04144439,7.6,23.6,-8.6,32.2,340,223,51.8,105.9,773,2414,4170,409,186,129,269,140,46,-39.5,41.9,13.9,906,602,50,36,101,136,67,650,1526
IDT-2,tridentata,2x,t2x,IDT-2-6,Majors,y11,0.041366079,9.9,22.8,-2.3,25.1,279,68,71.1,334,276,2452,3316,371,217,132,277,145,39,-29.1,41.6,15.7,1022,824,54,102,86,30,62,235,1468
MTT-1,tridentata,2x,t2x,MTT-1-6,Majors,y11,0.041357098,7.7,21.6,-5.7,27.2,358,200,49.5,107.8,540,2173,3989,267,188,132,269,137,48,-36.6,39.4,14.7,880,568,52,47,135,94,82,444,1351
UTT-2,tridentata,2x,t2x,UTT-2-10,Majors,y11,0.041317558,9.5,23.2,-4.1,27.3,307,141,63.5,164.4,380,2501,3472,393,207,127,281,154,33,-33.9,39.5,17,1033,777,53,52,70,87,99,327,1503
IDT-2,tridentata,2x,t2x,IDT-2-1,Majors,y11,0.041172946,9.9,22.8,-2.3,25.1,279,68,71.1,334,276,2452,3316,371,217,132,277,145,39,-29.1,41.6,15.7,1022,824,54,102,86,30,62,235,1468
COW-2,wyomingensis,4x,w4x,COW-2-10,Majors,y11,0.040677593,7.5,21.7,-6.6,28.3,297,134,59,161.8,616,2190,4070,266,177,140,266,125,56,-38.6,39.5,17,1003,757,47,50,85,72,89,518,1363
MTW-3,wyomingensis,4x,w4x,MTW-3-9,Orchard,y12,0.040576813,7.7,21.5,-5.1,26.6,462,259,38.4,83.2,505,2137,3984,260,202,125,277,152,58,-33.2,38.2,15,804,401,60,56,186,116,104,406,1339
WYW-2,wyomingensis,4x,w4x,WYW-2-1,Orchard,y11,0.040270367,1.9,15.9,-12.2,28.1,203,117,58.9,135.8,1363,1152,5854,30,100,186,226,41,66,-47.6,36.7,16.2,783,636,39,32,51,69,50,975,847
COW-1,wyomingensis,4x,w4x,COW-1-4,Orchard,y12,0.039593262,8.5,21.7,-4.7,26.4,346,147,53.4,147.6,454,2313,3740,279,191,135,273,138,59,-35.6,39,18,1016,747,50,77,93,80,96,383,1375
AZW-1,wyomingensis,4x,t4x,AZW-1-10,Majors,y12,0.039372515,9.9,21.2,-0.6,21.8,291,146,68.4,145.5,222,2367,3227,282,191,148,279,131,19,-32.7,39,18.4,1208,938,45,64,48,103,76,182,1367
ORW-2,tridentata,2x,t2x,ORW-2-1,Orchard,y12,0.038957366,7,18.5,-2.3,20.8,306,109,55.6,170.2,366,1654,4091,106,175,161,263,102,56,-31.1,38,16.2,860,642,54,78,92,57,79,268,1082
IDW-1,wyomingensis,4x,w4x,IDW-1-10,Majors,y11,0.038712544,9.9,23.1,-2.4,25.5,269,68,73.9,337.6,289,2481,3326,387,214,129,275,146,40,-29.6,41.5,16,1035,847,53,96,72,30,71,246,1484
WYW-2,wyomingensis,4x,w4x,WYW-2-1,Ephraim,y11,0.038230405,1.9,15.9,-12.2,28.1,203,117,58.9,135.8,1363,1152,5854,30,100,186,226,41,66,-47.6,36.7,16.2,783,636,39,32,51,69,50,975,847
MTW-1,wyomingensis,4x,w4x,MTW-1-2,Majors,y11,0.037917813,7.1,22.4,-7.9,30.2,365,232,46.8,96.7,749,2209,4269,316,177,135,265,129,51,-39.9,41.8,14.3,850,540,49,38,118,134,76,615,1419
WYW-1,wyomingensis,4x,w4x,WYW-1-2,Majors,y11,0.037267105,2.1,16.2,-12.2,28.4,224,137,53.9,118.4,1355,1193,5800,34,105,184,230,46,66,-47.6,36.7,16.1,786,616,39,30,59,80,55,980,869
IDT-2,tridentata,2x,t2x,IDT-2-4,Majors,y11,0.037187314,9.9,22.8,-2.3,25.1,279,68,71.1,334,276,2452,3316,371,217,132,277,145,39,-29.1,41.6,15.7,1022,824,54,102,86,30,62,235,1468
IDW-3,wyomingensis,4x,w4x,IDW-3-2,Majors,y11,0.037020439,10.2,22.6,-1.7,24.2,271,82,74.4,274.1,243,2497,3192,364,226,125,278,152,28,-27.8,40.8,15.7,1012,808,55,84,79,43,65,208,1455
ORW-2,tridentata,2x,t2x,ORW-2-9,Majors,y11,0.036727568,7,18.5,-2.3,20.8,306,109,55.6,170.2,366,1654,4091,106,175,161,263,102,56,-31.1,38,16.2,860,642,54,78,92,57,79,268,1082
ORT-1,tridentata,2x,t2x,ORT-1-8,Orchard,y11,0.036637773,8.2,20.5,-2.9,23.4,342,109,53,187.8,347,1990,3776,206,177,151,260,109,57,-32.6,40,16.4,987,730,49,103,98,57,84,278,1262
MTW-1,wyomingensis,4x,w4x,MTW-1-6,Majors,y11,0.03659994,7.1,22.4,-7.9,30.2,365,232,46.8,96.7,749,2209,4269,316,177,135,265,129,51,-39.9,41.8,14.3,850,540,49,38,118,134,76,615,1419
ORT-3,tridentata,2x,t2x,ORT-3-10,Orchard,y11,0.036550432,6.6,18,-2.6,20.6,321,115,51.9,156.4,393,1568,4213,88,172,163,262,99,66,-31.2,37.5,16.1,837,607,55,78,99,60,83,283,1038
MTW-3,wyomingensis,4x,w4x,MTW-3-7,Majors,y11,0.036470941,7.7,21.5,-5.1,26.6,462,259,38.4,83.2,505,2137,3984,260,202,125,277,152,58,-33.2,38.2,15,804,401,60,56,186,116,104,406,1339
COW-2,wyomingensis,4x,w4x,COW-2-5,Majors,y11,0.036451062,7.5,21.7,-6.6,28.3,297,134,59,161.8,616,2190,4070,266,177,140,266,125,56,-38.6,39.5,17,1003,757,47,50,85,72,89,518,1363
UTV-2,wyomingensis,4x,w4x,UTV-2-10,Ephraim,y11,0.036205553,6.8,19,-4.2,23.1,323,152,52.1,124.5,484,1744,4174,117,157,162,259,97,65,-37.7,37,18,976,722,46,69,76,99,79,378,1132
NMT-2,wyomingensis,4x,t4x,NMT-2-1,Majors,y11,0.036180248,9.7,22.1,-2.4,24.5,255,146,77.1,150.7,308,2440,3362,330,187,140,276,136,17,-35.4,39.1,18.9,1195,962,44,33,46,103,73,260,1435
NVT-2,tridentata,2x,t2x,NVT-2-8,Orchard,y11,0.036109782,8.9,21.6,-2.3,24,239,101,79.1,215,328,2222,3584,277,188,144,272,128,29,-34.1,39.9,18,1069,864,48,54,65,56,64,266,1366
UTW-2,wyomingensis,4x,w4x,UTW-2-3,Majors,y11,0.03588212,8.5,22.4,-4.5,26.9,263,127,70.1,176.6,440,2227,3771,313,193,136,270,134,37,-34,40.2,15.9,975,760,52,48,85,70,60,371,1402
AZT-1,wyomingensis,4x,t4x,AZT-1-8,Majors,y11,0.035803262,9.9,21.8,-1,22.8,340,137,58.4,159.6,239,2393,3259,304,198,142,280,138,30,-32,38.4,18.2,1150,870,48,90,75,95,80,196,1398
IDW-3,wyomingensis,4x,w4x,IDW-3-9,Majors,y12,0.035717034,10.2,22.6,-1.7,24.2,271,82,74.4,274.1,243,2497,3192,364,226,125,278,152,28,-27.8,40.8,15.7,1012,808,55,84,79,43,65,208,1455
ORT-3,tridentata,2x,t2x,ORT-3-7,Orchard,y12,0.035097366,6.6,18,-2.6,20.6,321,115,51.9,156.4,393,1568,4213,88,172,163,262,99,66,-31.2,37.5,16.1,837,607,55,78,99,60,83,283,1038
IDT-3,tridentata,2x,t2x,IDT-3-3,Orchard,y12,0.035019258,8.1,20.3,-2.5,22.8,377,118,48,172.3,344,1965,3793,199,185,150,266,116,61,-31.1,39.3,16.1,924,669,52,105,114,65,93,273,1247
COW-2,wyomingensis,4x,w4x,COW-2-6,Majors,y12,0.034625709,7.5,21.7,-6.6,28.3,297,134,59,161.8,616,2190,4070,266,177,140,266,125,56,-38.6,39.5,17,1003,757,47,50,85,72,89,518,1363
IDT-3,tridentata,2x,t2x,IDT-3-5,Majors,y11,0.034417455,8.1,20.3,-2.5,22.8,377,118,48,172.3,344,1965,3793,199,185,150,266,116,61,-31.1,39.3,16.1,924,669,52,105,114,65,93,273,1247
NMT-2,wyomingensis,4x,t4x,NMT-2-5,Majors,y11,0.034394821,9.7,22.1,-2.4,24.5,255,146,77.1,150.7,308,2440,3362,330,187,140,276,136,17,-35.4,39.1,18.9,1195,962,44,33,46,103,73,260,1435
IDW-2,wyomingensis,4x,w4x,IDW-2-3,Orchard,y12,0.034286563,9.7,22.6,-2.4,25,303,70,65,321.6,289,2405,3373,354,214,133,275,142,46,-29.4,41.4,15.8,1014,810,54,114,90,31,67,245,1449
WAT-2,wyomingensis,4x,t4x,WAT-2-7,Orchard,y11,0.034275429,10.7,22.5,-1.4,24,194,53,106.4,428.3,231,2637,3059,404,244,116,287,172,22,-26.6,40.9,14.5,938,803,59,72,46,28,48,199,1492
UTW-2,wyomingensis,4x,w4x,UTW-2-10,Majors,y11,0.034220891,8.5,22.4,-4.5,26.9,263,127,70.1,176.6,440,2227,3771,313,193,136,270,134,37,-34,40.2,15.9,975,760,52,48,85,70,60,371,1402
IDT-2,tridentata,2x,t2x,IDT-2-7,Majors,y11,0.033896394,9.9,22.8,-2.3,25.1,279,68,71.1,334,276,2452,3316,371,217,132,277,145,39,-29.1,41.6,15.7,1022,824,54,102,86,30,62,235,1468
MTW-2,wyomingensis,4x,w4x,MTW-2-5,Majors,y11,0.033880041,7.6,23.6,-8.6,32.2,340,223,51.8,105.9,773,2414,4170,409,186,129,269,140,46,-39.5,41.9,13.9,906,602,50,36,101,136,67,650,1526
WAW-1,wyomingensis,4x,t4x,WAW-1-3,Orchard,y12,0.03385286,10.9,22.6,-1.1,23.7,197,50,105.9,447.4,214,2676,2997,414,246,116,289,173,21,-26.2,40.9,15.1,951,818,58,76,45,26,49,185,1500
WYW-2,wyomingensis,4x,w4x,WYW-2-1,Majors,y11,0.033322355,1.9,15.9,-12.2,28.1,203,117,58.9,135.8,1363,1152,5854,30,100,186,226,41,66,-47.6,36.7,16.2,783,636,39,32,51,69,50,975,847
ORT-3,tridentata,2x,t2x,ORT-3-7,Orchard,y11,0.033206722,6.6,18,-2.6,20.6,321,115,51.9,156.4,393,1568,4213,88,172,163,262,99,66,-31.2,37.5,16.1,837,607,55,78,99,60,83,283,1038
ORW-2,tridentata,2x,t2x,ORW-2-1,Majors,y11,0.033089596,7,18.5,-2.3,20.8,306,109,55.6,170.2,366,1654,4091,106,175,161,263,102,56,-31.1,38,16.2,860,642,54,78,92,57,79,268,1082
MTW-3,wyomingensis,4x,w4x,MTW-3-9,Orchard,y11,0.033036986,7.7,21.5,-5.1,26.6,462,259,38.4,83.2,505,2137,3984,260,202,125,277,152,58,-33.2,38.2,15,804,401,60,56,186,116,104,406,1339
IDW-1,wyomingensis,4x,w4x,IDW-1-2,Orchard,y11,0.032868624,9.9,23.1,-2.4,25.5,269,68,73.9,337.6,289,2481,3326,387,214,129,275,146,40,-29.6,41.5,16,1035,847,53,96,72,30,71,246,1484
CAT-2,tridentata,2x,t2x,CAT-2-4,Ephraim,y12,0.03235509,8.5,19.8,-1,20.8,289,67,64.2,294.7,267,1992,3605,164,174,152,262,110,46,-33.3,39.2,19.4,1090,887,45,124,65,39,60,206,1214
NVW-1,tridentata,2x,t2x,NVW-1-7,Orchard,y12,0.032306342,9.3,22,-1.8,23.8,302,92,63.9,240,272,2273,3446,305,195,144,269,125,35,-31.3,40.9,16.7,1051,810,50,83,95,49,76,220,1388
UTW-2,wyomingensis,4x,w4x,UTW-2-6,Majors,y11,0.03173784,8.5,22.4,-4.5,26.9,263,127,70.1,176.6,440,2227,3771,313,193,136,270,134,37,-34,40.2,15.9,975,760,52,48,85,70,60,371,1402
ORW-1,wyomingensis,4x,w4x,ORW-1-1,Orchard,y11,0.031703169,7.7,20.1,-3.7,23.9,295,86,60.2,233.3,411,1938,3905,185,171,153,255,102,69,-33.7,40.3,16.1,956,779,49,105,74,47,69,334,1231
UTW-1,wyomingensis,4x,w4x,UTW-1-8,Majors,y11,0.031693168,9.9,23.7,-3.9,27.6,306,138,64.9,170.9,366,2594,3394,434,213,123,282,160,31,-33.4,39.7,17.2,1033,779,54,51,72,85,97,317,1548
UTT-3,tridentata,2x,t2x,UTT-3-9,Majors,y11,0.031651995,11.1,23.7,-0.5,24.1,300,112,70.3,212.1,198,2731,2972,452,210,133,282,149,21,-31.5,40.6,18,1240,972,47,83,71,73,73,169,1554
UTV-2,wyomingensis,4x,w4x,UTV-2-7,Majors,y11,0.031593143,6.8,19,-4.2,23.1,323,152,52.1,124.5,484,1744,4174,117,157,162,259,97,65,-37.7,37,18,976,722,46,69,76,99,79,378,1132
UTV-2,wyomingensis,4x,w4x,UTV-2-6,Majors,y11,0.031591616,6.8,19,-4.2,23.1,323,152,52.1,124.5,484,1744,4174,117,157,162,259,97,65,-37.7,37,18,976,722,46,69,76,99,79,378,1132
NMT-2,wyomingensis,4x,t4x,NMT-2-6,Majors,y11,0.03154296,9.7,22.1,-2.4,24.5,255,146,77.1,150.7,308,2440,3362,330,187,140,276,136,17,-35.4,39.1,18.9,1195,962,44,33,46,103,73,260,1435
AZW-1,wyomingensis,4x,t4x,AZW-1-10,Orchard,y11,0.0312543,9.9,21.2,-0.6,21.8,291,146,68.4,145.5,222,2367,3227,282,191,148,279,131,19,-32.7,39,18.4,1208,938,45,64,48,103,76,182,1367
WAT-2,wyomingensis,4x,t4x,WAT-2-3,Orchard,y11,0.031154596,10.7,22.5,-1.4,24,194,53,106.4,428.3,231,2637,3059,404,244,116,287,172,22,-26.6,40.9,14.5,938,803,59,72,46,28,48,199,1492
NVW-1,tridentata,2x,t2x,NVW-1-4,Majors,y11,0.031117627,9.3,22,-1.8,23.8,302,92,63.9,240,272,2273,3446,305,195,144,269,125,35,-31.3,40.9,16.7,1051,810,50,83,95,49,76,220,1388
COW-1,wyomingensis,4x,w4x,COW-1-6,Majors,y11,0.031074015,8.5,21.7,-4.7,26.4,346,147,53.4,147.6,454,2313,3740,279,191,135,273,138,59,-35.6,39,18,1016,747,50,77,93,80,96,383,1375
AZW-1,wyomingensis,4x,t4x,AZW-1-10,Orchard,y12,0.030451606,9.9,21.2,-0.6,21.8,291,146,68.4,145.5,222,2367,3227,282,191,148,279,131,19,-32.7,39,18.4,1208,938,45,64,48,103,76,182,1367
IDW-1,wyomingensis,4x,w4x,IDW-1-1,Orchard,y12,0.030384699,9.9,23.1,-2.4,25.5,269,68,73.9,337.6,289,2481,3326,387,214,129,275,146,40,-29.6,41.5,16,1035,847,53,96,72,30,71,246,1484
MTW-3,wyomingensis,4x,w4x,MTW-3-5,Orchard,y12,0.030380663,7.7,21.5,-5.1,26.6,462,259,38.4,83.2,505,2137,3984,260,202,125,277,152,58,-33.2,38.2,15,804,401,60,56,186,116,104,406,1339
COW-2,wyomingensis,4x,w4x,COW-2-7,Ephraim,y12,0.030201192,7.5,21.7,-6.6,28.3,297,134,59,161.8,616,2190,4070,266,177,140,266,125,56,-38.6,39.5,17,1003,757,47,50,85,72,89,518,1363
UTV-2,wyomingensis,4x,w4x,UTV-2-9,Orchard,y11,0.030158569,6.8,19,-4.2,23.1,323,152,52.1,124.5,484,1744,4174,117,157,162,259,97,65,-37.7,37,18,976,722,46,69,76,99,79,378,1132
ORW-2,tridentata,2x,t2x,ORW-2-10,Majors,y11,0.030138986,7,18.5,-2.3,20.8,306,109,55.6,170.2,366,1654,4091,106,175,161,263,102,56,-31.1,38,16.2,860,642,54,78,92,57,79,268,1082
ORT-1,tridentata,2x,t2x,ORT-1-6,Majors,y11,0.030025697,8.2,20.5,-2.9,23.4,342,109,53,187.8,347,1990,3776,206,177,151,260,109,57,-32.6,40,16.4,987,730,49,103,98,57,84,278,1262
MTW-2,wyomingensis,4x,w4x,MTW-2-6,Majors,y11,0.029675645,7.6,23.6,-8.6,32.2,340,223,51.8,105.9,773,2414,4170,409,186,129,269,140,46,-39.5,41.9,13.9,906,602,50,36,101,136,67,650,1526
UTV-2,wyomingensis,4x,w4x,UTV-2-10,Orchard,y11,0.029545204,6.8,19,-4.2,23.1,323,152,52.1,124.5,484,1744,4174,117,157,162,259,97,65,-37.7,37,18,976,722,46,69,76,99,79,378,1132
ORW-1,wyomingensis,4x,w4x,ORW-1-3,Orchard,y12,0.029110752,7.7,20.1,-3.7,23.9,295,86,60.2,233.3,411,1938,3905,185,171,153,255,102,69,-33.7,40.3,16.1,956,779,49,105,74,47,69,334,1231
MTW-2,wyomingensis,4x,w4x,MTW-2-7,Orchard,y12,0.028533741,7.6,23.6,-8.6,32.2,340,223,51.8,105.9,773,2414,4170,409,186,129,269,140,46,-39.5,41.9,13.9,906,602,50,36,101,136,67,650,1526
NMT-2,wyomingensis,4x,t4x,NMT-2-10,Majors,y11,0.028098845,9.7,22.1,-2.4,24.5,255,146,77.1,150.7,308,2440,3362,330,187,140,276,136,17,-35.4,39.1,18.9,1195,962,44,33,46,103,73,260,1435
COW-1,wyomingensis,4x,w4x,COW-1-8,Orchard,y12,0.027776371,8.5,21.7,-4.7,26.4,346,147,53.4,147.6,454,2313,3740,279,191,135,273,138,59,-35.6,39,18,1016,747,50,77,93,80,96,383,1375
MTW-3,wyomingensis,4x,w4x,MTW-3-4,Orchard,y12,0.027664475,7.7,21.5,-5.1,26.6,462,259,38.4,83.2,505,2137,3984,260,202,125,277,152,58,-33.2,38.2,15,804,401,60,56,186,116,104,406,1339
COW-2,wyomingensis,4x,w4x,COW-2-9,Majors,y11,0.027634555,7.5,21.7,-6.6,28.3,297,134,59,161.8,616,2190,4070,266,177,140,266,125,56,-38.6,39.5,17,1003,757,47,50,85,72,89,518,1363
MTW-3,wyomingensis,4x,w4x,MTW-3-5,Majors,y11,0.027364971,7.7,21.5,-5.1,26.6,462,259,38.4,83.2,505,2137,3984,260,202,125,277,152,58,-33.2,38.2,15,804,401,60,56,186,116,104,406,1339
ORT-1,tridentata,2x,t2x,ORT-1-3,Majors,y11,0.027193551,8.2,20.5,-2.9,23.4,342,109,53,187.8,347,1990,3776,206,177,151,260,109,57,-32.6,40,16.4,987,730,49,103,98,57,84,278,1262
ORT-1,tridentata,2x,t2x,ORT-1-5,Orchard,y11,0.027161138,8.2,20.5,-2.9,23.4,342,109,53,187.8,347,1990,3776,206,177,151,260,109,57,-32.6,40,16.4,987,730,49,103,98,57,84,278,1262
UTW-2,wyomingensis,4x,w4x,UTW-2-5,Orchard,y12,0.026840197,8.5,22.4,-4.5,26.9,263,127,70.1,176.6,440,2227,3771,313,193,136,270,134,37,-34,40.2,15.9,975,760,52,48,85,70,60,371,1402
ORT-3,tridentata,2x,t2x,ORT-3-4,Majors,y11,0.026821125,6.6,18,-2.6,20.6,321,115,51.9,156.4,393,1568,4213,88,172,163,262,99,66,-31.2,37.5,16.1,837,607,55,78,99,60,83,283,1038
